"DIN","status","name","description","atc_number(s)","atc(s)"
"02418436","marketed","TEVA-RASAGILINE","TEVA-RASAGILINE (RASAGILINE (RASAGILINE MESYLATE) 0.5MG)","N04BD02","RASAGILINE"
"02418444","marketed","TEVA-RASAGILINE","TEVA-RASAGILINE (RASAGILINE (RASAGILINE MESYLATE) 1MG)","N04BD02","RASAGILINE"
"02418606","approved","LUPIN-CELECOXIB","LUPIN-CELECOXIB (CELECOXIB 100MG)","M01AH01","CELECOXIB"
"02418622","approved","LUPIN-CELECOXIB","LUPIN-CELECOXIB (CELECOXIB 200MG)","M01AH01","CELECOXIB"
"02418630","marketed","PMS-NIFEDIPINE ER","PMS-NIFEDIPINE ER (NIFEDIPINE 30MG)","C08CA05","NIFEDIPINE"
"02418703","approved","IPG-CELECOXIB","IPG-CELECOXIB (CELECOXIB 100MG)","M01AH01","CELECOXIB"
"02418711","approved","IPG-CELECOXIB","IPG-CELECOXIB (CELECOXIB 200MG)","M01AH01","CELECOXIB"
"02418843","approved","IPG-RAMIPRIL","IPG-RAMIPRIL (RAMIPRIL 1.25MG)","C09AA05","RAMIPRIL"
"02418851","approved","IPG-RAMIPRIL","IPG-RAMIPRIL (RAMIPRIL 2.5MG)","C09AA05","RAMIPRIL"
"02418878","approved","IPG-RAMIPRIL","IPG-RAMIPRIL (RAMIPRIL 5MG)","C09AA05","RAMIPRIL"
"02418886","approved","IPG-RAMIPRIL","IPG-RAMIPRIL (RAMIPRIL 10MG)","C09AA05","RAMIPRIL"
"02418894","approved","IPG-RAMIPRIL","IPG-RAMIPRIL (RAMIPRIL 15MG)","C09AA05","RAMIPRIL"
"02418924","approved","ZOLMITRIPTAN","ZOLMITRIPTAN (ZOLMITRIPTAN 2.5MG)","N02CC03","ZOLMITRIPTAN"
"02418932","marketed","APO-CELECOXIB","APO-CELECOXIB (CELECOXIB 100MG)","M01AH01","CELECOXIB"
"02418940","marketed","APO-CELECOXIB","APO-CELECOXIB (CELECOXIB 200MG)","M01AH01","CELECOXIB"
"02419238","approved","IPG-GALANTAMINE ER","IPG-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 8MG)","N06DA04","GALANTAMINE"
"02419246","approved","IPG-GALANTAMINE ER","IPG-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 16MG)","N06DA04","GALANTAMINE"
"02419254","approved","IPG-GALANTAMINE ER","IPG-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 24MG)","N06DA04","GALANTAMINE"
"02419386","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 2.5MG)","N05AH03","OLANZAPINE"
"02419394","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 5MG)","N05AH03","OLANZAPINE"
"02419408","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 7.5MG)","N05AH03","OLANZAPINE"
"02419416","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 10MG)","N05AH03","OLANZAPINE"
"02419424","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 15MG)","N05AH03","OLANZAPINE"
"02419432","approved","OLANZAPINE","OLANZAPINE (OLANZAPINE 20MG)","N05AH03","OLANZAPINE"
"02419440","approved","ZOLMITRIPTAN-ODT","ZOLMITRIPTAN-ODT (ZOLMITRIPTAN 2.5MG)","N02CC03","ZOLMITRIPTAN"
"02419556","marketed","ACH-AMLODIPINE","ACH-AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 2.5MG)","C08CA01","AMLODIPINE"
"02419564","marketed","ACH-AMLODIPINE","ACH-AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 5MG)","C08CA01","AMLODIPINE"
"02419572","marketed","ACH-AMLODIPINE","ACH-AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 10MG)","C08CA01","AMLODIPINE"
"02419785","approved","RAN-RABEPRAZOLE EC","RAN-RABEPRAZOLE EC (RABEPRAZOLE SODIUM 10MG)","A02BC04","RABEPRAZOLE"
"02419793","approved","RAN-RABEPRAZOLE EC","RAN-RABEPRAZOLE EC (RABEPRAZOLE SODIUM 20MG)","A02BC04","RABEPRAZOLE"
"02419882","marketed","APO-VARENICLINE","APO-VARENICLINE (VARENICLINE (VARENICLINE TARTRATE) 0.5MG)","N07BA03","VARENICLINE"
"02419890","marketed","APO-VARENICLINE","APO-VARENICLINE (VARENICLINE (VARENICLINE TARTRATE) 1MG)","N07BA03","VARENICLINE"
"02419920","approved","REVERSA SUNSCREEN CREAM SPF 50+","REVERSA SUNSCREEN CREAM SPF 50+ (AVOBENZONE 3.0%, OCTINOXATE 3.7%)","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION"
"02419939","approved","REVERSA SUNSCREEN CREAM SPF 30","REVERSA SUNSCREEN CREAM SPF 30 (AVOBENZONE 0.7%, OCTINOXATE 2.2%)","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION"
"02420058","marketed","MAR-CELECOXIB","MAR-CELECOXIB (CELECOXIB 100MG)","M01AH01","CELECOXIB"
"02420066","marketed","MAR-CELECOXIB","MAR-CELECOXIB (CELECOXIB 200MG)","M01AH01","CELECOXIB"
"02420104","marketed","NEUPOGEN","NEUPOGEN (FILGRASTIM 600MCG)","L03AA02","FILGRASTIM"
"02420112","marketed","NEUPOGEN","NEUPOGEN (FILGRASTIM 600MCG)","L03AA02","FILGRASTIM"
"02420228","approved","CARBOPLATIN INJECTION, BP","CARBOPLATIN INJECTION, BP (CARBOPLATIN 10MG)","L01XA02","CARBOPLATIN"
"02420236","approved","RBX-CELECOXIB","RBX-CELECOXIB (CELECOXIB 100MG)","M01AH01","CELECOXIB"
"02420244","approved","RBX-CELECOXIB","RBX-CELECOXIB (CELECOXIB 200MG)","M01AH01","CELECOXIB"
"02420465","marketed","MAR-RAMIPRIL","MAR-RAMIPRIL (RAMIPRIL 2.5MG)","C09AA05","RAMIPRIL"
"02420473","marketed","MAR-RAMIPRIL","MAR-RAMIPRIL (RAMIPRIL 5.0MG)","C09AA05","RAMIPRIL"
"02420481","marketed","MAR-RAMIPRIL","MAR-RAMIPRIL (RAMIPRIL 10.0MG)","C09AA05","RAMIPRIL"
"02420511","approved","TEVA-MOXIFLOXACIN","TEVA-MOXIFLOXACIN (MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE) 0.5%)","S01AE07","MOXIFLOXACIN"
"02420643","marketed","FLUZONE QUADRIVALENT","FLUZONE QUADRIVALENT (HAEMAGGLUTININ-STRAIN A (H3N2) 15MCG, HAEMAGGLUTININ-STRAIN A (H1N1) 15MCG, HAEMAGGLUTININ-STRAIN B (VICTORIA) 15MCG, HAEMAGGLUTININ-STRAIN B (YAMAGATA) 15MCG)","J07BB02;J07BB02;J07B","INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN;INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN;INFLUENZA,"
"02420694","approved","ACTIVATED CHARCOAL","ACTIVATED CHARCOAL (CHARCOAL ACTIVATED 225MG)","A07BA01","MEDICINAL CHARCOAL"
"02420716","approved","LIDODAN CREAM 4%","LIDODAN CREAM 4% (LIDOCAINE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE) 4%)","D04AB01","LIDOCAINE"
"02420724","approved","LIDODAN CREAM 5%","LIDODAN CREAM 5% (LIDOCAINE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE) 5%)","D04AB01","LIDOCAINE"
"02420783","marketed","FLULAVAL TETRA","FLULAVAL TETRA (HAEMAGGLUTININ-STRAIN A (H3N2) 15MCG, HAEMAGGLUTININ-STRAIN A (H1N1) 15MCG, HAEMAGGLUTININ-STRAIN B (VICTORIA) 15MCG, HAEMAGGLUTININ-STRAIN B (YAMAGATA) 15MCG)","J07BB02;J07BB02;J07B","INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN;INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN;INFLUENZA,"
"02420791","approved","IPG-CLOPIDOGREL","IPG-CLOPIDOGREL (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 75MG)","B01AC04","CLOPIDOGREL"
"02420805","approved","IPG-CLOPIDOGREL","IPG-CLOPIDOGREL (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 300MG)","B01AC04","CLOPIDOGREL"
"02420929","approved","EXTRA STRENGTH MULTI-SYMPTOM RELIEF SUGAR FREE","EXTRA STRENGTH MULTI-SYMPTOM RELIEF SUGAR FREE (DIPHENHYDRAMINE HYDROCHLORIDE 25MG, DIPHENHYDRAMINE HYDROCHLORIDE 25MG, ACETAMINOPHEN 650MG, ACETAMINOPHEN 650MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE"
"02420937","marketed","EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE","EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE (DIPHENHYDRAMINE HYDROCHLORIDE 25MG, ACETAMINOPHEN 650MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02420945","marketed","CETYLPYRIDINIUM CHLORIDE ANTISEPTIC ORAL RINSE 0.07 % W/W","CETYLPYRIDINIUM CHLORIDE ANTISEPTIC ORAL RINSE 0.07 % W/W (CETYLPYRIDINIUM CHLORIDE 0.07%)","R02AA06","CETYLPYRIDINIUM"
"02420961","approved","ZOLEDRONIC ACID FOR INJECTION CONCENTRATE","ZOLEDRONIC ACID FOR INJECTION CONCENTRATE (ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE) 4MG)","M05BA08","ZOLEDRONIC ACID"
"02421038","marketed","AURO-CANDESARTAN HCT","AURO-CANDESARTAN HCT (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, CANDESARTAN CILEXETIL 16MG, CANDESARTAN CILEXETIL 16MG)","C09DA06;C09DA06;C09D","CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS"
"02421046","marketed","AURO-CANDESARTAN HCT","AURO-CANDESARTAN HCT (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, CANDESARTAN CILEXETIL 32MG, CANDESARTAN CILEXETIL 32MG)","C09DA06;C09DA06;C09D","CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS"
"02421054","marketed","AURO-CANDESARTAN HCT","AURO-CANDESARTAN HCT (HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG, CANDESARTAN CILEXETIL 32MG, CANDESARTAN CILEXETIL 32MG)","C09DA06;C09DA06;C09D","CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS;CANDERSARTAN AND DIURETICS"
"02421119","approved","IPG-EZETIMIBE","IPG-EZETIMIBE (EZETIMIBE 10MG)","C10AX09","EZETIMIBE"
"02421127","approved","MINT-LATANOPROST","MINT-LATANOPROST (LATANOPROST 50MCG)","S01EE01","LATANOPROST"
"02421151","approved","AMLODIPINE","AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 5MG)","C08CA01","AMLODIPINE"
"02421178","approved","AMLODIPINE","AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 10MG)","C08CA01","AMLODIPINE"
"02421291","approved","MINT-RAMIPRIL","MINT-RAMIPRIL (RAMIPRIL 1.25MG)","C09AA05","RAMIPRIL"
"02421437","marketed","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 21","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 21 (ETHINYL ESTRADIOL 0.03MG, DROSPIRENONE 3MG)","G03AA12;G03AA12","DROSPIRENONE AND ESTROGEN;DROSPIRENONE AND ESTROGEN"
"02421445","marketed","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 28","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 28 (ETHINYL ESTRADIOL 0.03MG, DROSPIRENONE 3MG)","G03AA12;G03AA12","DROSPIRENONE AND ESTROGEN;DROSPIRENONE AND ESTROGEN"
"02421518","marketed","TARO-MEROPENEM","TARO-MEROPENEM (MEROPENEM (MEROPENEM TRIHYDRATE) 500MG)","J01DH02","MEROPENEM"
"02421526","marketed","TARO-MEROPENEM","TARO-MEROPENEM (MEROPENEM (MEROPENEM TRIHYDRATE) 1G)","J01DH02","MEROPENEM"
"02421534","marketed","NAT-ZOLMITRIPTAN","NAT-ZOLMITRIPTAN (ZOLMITRIPTAN 2.5MG)","N02CC03","ZOLMITRIPTAN"
"02421542","marketed","BROAD SPECTRUM SPF FPS 50","BROAD SPECTRUM SPF FPS 50 (AVOBENZONE 3%, HOMOSALATE 7.5%, OCTOCRYLENE 10%, OCTISALATE 5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02421569","approved","NAT-RIZATRIPTAN","NAT-RIZATRIPTAN (RIZATRIPTAN (RIZATRIPTAN BENZOATE) 5MG)","N02CC04","RIZATRIPTAN"
"02421577","approved","NAT-RIZATRIPTAN","NAT-RIZATRIPTAN (RIZATRIPTAN (RIZATRIPTAN BENZOATE) 10MG)","N02CC04","RIZATRIPTAN"
"02421585","marketed","NAT-LETROZOLE","NAT-LETROZOLE (LETROZOLE 2.5MG)","L02BG04","LETROZOLE"
"02421631","marketed","NIFEDIPINE ER","NIFEDIPINE ER (NIFEDIPINE 30MG)","C08CA05","NIFEDIPINE"
"02421658","marketed","NIFEDIPINE ER","NIFEDIPINE ER (NIFEDIPINE 60MG)","C08CA05","NIFEDIPINE"
"02421879","approved","IPG-ESCITALOPRAM","IPG-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 5MG)","N06AB10","ESCITALOPRAM"
"02421887","approved","IPG-ESCITALOPRAM","IPG-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 10MG)","N06AB10","ESCITALOPRAM"
"02421895","approved","IPG-ESCITALOPRAM","IPG-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 15MG)","N06AB10","ESCITALOPRAM"
"02421909","approved","IPG-ESCITALOPRAM","IPG-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 20MG)","N06AB10","ESCITALOPRAM"
"02421917","marketed","SANDOZ CAPECITABINE","SANDOZ CAPECITABINE (CAPECITABINE 150MG)","L01BC06","CAPECITABINE"
"02421925","marketed","SANDOZ CAPECITABINE","SANDOZ CAPECITABINE (CAPECITABINE 500MG)","L01BC06","CAPECITABINE"
"02421933","marketed","APO-TADALAFIL PAH","APO-TADALAFIL PAH (TADALAFIL 20MG)","G04BE08","TADALAFIL"
"02421941","marketed","LOTEMAX OINTMENT","LOTEMAX OINTMENT (LOTEPREDNOL ETABONATE 0.5%)","S01BA14","LOTEPREDNOL"
"02421984","marketed","LIDOCAINE HYDROCHLORIDE INJECTION USP","LIDOCAINE HYDROCHLORIDE INJECTION USP (LIDOCAINE HYDROCHLORIDE 10MG)","N01BB02","LIDOCAINE"
"02421992","marketed","LIDOCAINE HYDROCHLORIDE INJECTION USP","LIDOCAINE HYDROCHLORIDE INJECTION USP (LIDOCAINE HYDROCHLORIDE 20MG)","N01BB02","LIDOCAINE"
"02422018","marketed","LIDOCAINE HYDROCHLORIDE INJECTION USP","LIDOCAINE HYDROCHLORIDE INJECTION USP (LIDOCAINE HYDROCHLORIDE 10MG)","N01BB02","LIDOCAINE"
"02422026","marketed","LIDOCAINE HYDROCHLORIDE INJECTION USP","LIDOCAINE HYDROCHLORIDE INJECTION USP (LIDOCAINE HYDROCHLORIDE 20MG)","N01BB02","LIDOCAINE"
"02422034","approved","CISPLATIN INJECTION","CISPLATIN INJECTION (CISPLATIN 1MG)","L01XA01","CISPLATIN"
"02422077","marketed","HEAD & SHOULDERS INSTANT COOLING RELIEF","HEAD & SHOULDERS INSTANT COOLING RELIEF (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02422085","marketed","APO-TADALAFIL","APO-TADALAFIL (TADALAFIL 2.5MG)","G04BE08","TADALAFIL"
"02422093","marketed","APO-TADALAFIL","APO-TADALAFIL (TADALAFIL 5MG)","G04BE08","TADALAFIL"
"02422107","marketed","APO-TADALAFIL","APO-TADALAFIL (TADALAFIL 10MG)","G04BE08","TADALAFIL"
"02422115","marketed","APO-TADALAFIL","APO-TADALAFIL (TADALAFIL 20MG)","G04BE08","TADALAFIL"
"02422123","marketed","HEAD & SHOULDERS INSTANT COOLING RELIEF 2IN1","HEAD & SHOULDERS INSTANT COOLING RELIEF 2IN1 (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02422263","approved","MAR-CLOPIDOGREL","MAR-CLOPIDOGREL (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 300MG)","B01AC04","CLOPIDOGREL"
"02422336","marketed","SUCCINYLCHOLINE CHLORIDE INJECTION USP","SUCCINYLCHOLINE CHLORIDE INJECTION USP (SUCCINYLCHOLINE CHLORIDE 20MG)","M03AB01","SUXAMETHONIUM"
"02422409","approved","HEMASATE ULTRA HS2150","HEMASATE ULTRA HS2150 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 7.47G, POTASSIUM CHLORIDE 6.71G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422417","approved","HEMASATE ULTRA HS4125","HEMASATE ULTRA HS4125 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, POTASSIUM CHLORIDE 13.47G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422557","approved","HEMASATE ULTRA HS0125","HEMASATE ULTRA HS0125 (DEXTROSE 49.50G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422565","approved","HEMASATE ULTRA HS1150","HEMASATE ULTRA HS1150 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 7.47G, POTASSIUM CHLORIDE 3.35G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422573","approved","HEMASATE ULTRA HS1125","HEMASATE ULTRA HS1125 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, POTASSIUM CHLORIDE 3.35G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422581","approved","HEMASATE ULTRA HS2125","HEMASATE ULTRA HS2125 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, POTASSIUM CHLORIDE 6.71G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422603","approved","HEMASATE ULTRA HS3125","HEMASATE ULTRA HS3125 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, POTASSIUM CHLORIDE 10.1G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422611","approved","HEMASATE ULTRA HS3150","HEMASATE ULTRA HS3150 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 7.47G, POTASSIUM CHLORIDE 10.1G, SODIUM CHLORIDE 263G, CITRIC ACID 7.18G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02422824","approved","RIVA-ATOMOXETINE","RIVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 80MG)","N06BA09","ATOMOXETINE"
"02422832","approved","RIVA-ATOMOXETINE","RIVA-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 100MG)","N06BA09","ATOMOXETINE"
"02422840","approved","EPTIFIBATIDE INJECTION","EPTIFIBATIDE INJECTION (EPTIFIBATIDE 0.75MG)","B01AC16","EPTIFIBATIDE"
"02422859","approved","EPTIFIBATIDE INJECTION","EPTIFIBATIDE INJECTION (EPTIFIBATIDE 2MG)","B01AC16","EPTIFIBATIDE"
"02422883","approved","INLYTA","INLYTA (AXITINIB 3MG)","L01EK01","AXITINIB"
"02422891","approved","INLYTA","INLYTA (AXITINIB 7MG)","L01EK01","AXITINIB"
"02422905","approved","ALPROLIX","ALPROLIX (RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN 250UNIT)","B02BD04","COAGULATION FACTOR IX"
"02422913","marketed","ALPROLIX","ALPROLIX (RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN 500UNIT)","B02BD04","COAGULATION FACTOR IX"
"02422921","marketed","ALPROLIX","ALPROLIX (RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN 1000UNIT)","B02BD04","COAGULATION FACTOR IX"
"02422948","marketed","ALPROLIX","ALPROLIX (RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN 2000UNIT)","B02BD04","COAGULATION FACTOR IX"
"02422956","marketed","ALPROLIX","ALPROLIX (RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN 3000UNIT)","B02BD04","COAGULATION FACTOR IX"
"02422964","approved","JAMP-COUGH SUPPOSITORIES ADULT","JAMP-COUGH SUPPOSITORIES ADULT (GUAIACOL CARBONATE 600MG, CAMPHOR 5MG, DIPHENYLPYRALINE HYDROCHLORIDE 1.5MG)","R06AA57;R06AA57;R06A","DIPHENYLPYRALINE, COMBINATIONS;DIPHENYLPYRALINE, COMBINATIONS;DIPHENYLPYRALINE, COMBINATIONS"
"02422980","marketed","MINT-IRBESARTAN","MINT-IRBESARTAN (IRBESARTAN 75MG)","C09CA04","IRBESARTAN"
"02422999","marketed","MINT-IRBESARTAN","MINT-IRBESARTAN (IRBESARTAN 150MG)","C09CA04","IRBESARTAN"
"02423006","marketed","MINT-IRBESARTAN","MINT-IRBESARTAN (IRBESARTAN 300MG)","C09CA04","IRBESARTAN"
"02423057","approved","ALEMBIC-BOSENTAN","ALEMBIC-BOSENTAN (BOSENTAN (BOSENTAN MONOHYDRATE) 62.5MG)","C02KX01","BOSENTAN"
"02423065","approved","ALEMBIC-BOSENTAN","ALEMBIC-BOSENTAN (BOSENTAN (BOSENTAN MONOHYDRATE) 125MG)","C02KX01","BOSENTAN"
"02423227","marketed","AMIODARONE HYDROCHLORIDE FOR INJECTION","AMIODARONE HYDROCHLORIDE FOR INJECTION (AMIODARONE HYDROCHLORIDE 50MG)","C01BD01","AMIODARONE"
"02423251","approved","SANDOZ QUETIAPINE XR","SANDOZ QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 400MG)","N05AH04","QUETIAPINE"
"02423308","marketed","MINT-TOLTERODINE","MINT-TOLTERODINE (TOLTERODINE TARTRATE 1MG)","G04BD07","TOLTERODINE"
"02423316","marketed","MINT-TOLTERODINE","MINT-TOLTERODINE (TOLTERODINE TARTRATE 2MG)","G04BD07","TOLTERODINE"
"02423405","marketed","BORTEZOMIB FOR INJECTION","BORTEZOMIB FOR INJECTION (BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER) 3.5MG)","L01XG01","BORTEZOMIB"
"02423413","marketed","MYLAN-RIVASTIGMINE PATCH 5","MYLAN-RIVASTIGMINE PATCH 5 (RIVASTIGMINE 4.6MG)","N06DA03","RIVASTIGMINE"
"02423421","marketed","MYLAN-RIVASTIGMINE PATCH 10","MYLAN-RIVASTIGMINE PATCH 10 (RIVASTIGMINE 9.5MG)","N06DA03","RIVASTIGMINE"
"02423472","approved","MAR-ESCITALOPRAM","MAR-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 5MG)","N06AB10","ESCITALOPRAM"
"02423499","approved","MAR-ESCITALOPRAM","MAR-ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 15MG)","N06AB10","ESCITALOPRAM"
"02423596","marketed","INCRUSE ELLIPTA","INCRUSE ELLIPTA (UMECLIDINIUM (UMECLIDINIUM BROMIDE) 62.5MCG)","R03BB07","UMECLIDINIUM BROMIDE"
"02423677","approved","EGRIFTA","EGRIFTA (TESAMORELIN (TESAMORELIN ACETATE) 2MG)","H01AC06","TESAMORELIN"
"02423715","marketed","CHARCO CAPS","CHARCO CAPS (CHARCOAL ACTIVATED 260MG)","A07BA01","MEDICINAL CHARCOAL"
"02423774","approved","CISATRACURIUM BESYLATE INJECTION SINGLE DOSE","CISATRACURIUM BESYLATE INJECTION SINGLE DOSE (CISATRACURIUM (CISATRACURIUM BESYLATE) 2MG)","M03AC11","CISATRACURIUM"
"02423782","approved","CISATRACURIUM BESYLATE INJECTION MULTI-DOSE","CISATRACURIUM BESYLATE INJECTION MULTI-DOSE (CISATRACURIUM (CISATRACURIUM BESYLATE) 2MG)","M03AC11","CISATRACURIUM"
"02423790","approved","MOTRIMAX 12 HOUR TABLETS","MOTRIMAX 12 HOUR TABLETS (NAPROXEN SODIUM 220MG)","M01AE02","NAPROXEN"
