"DIN","status","name","new name","description","new description","atc_number(s)","atc(s)","indicator(s)"
"02226944","marketed","ALLERGENIC EXTRACT - NON-POLLENS","","ALLERGENIC EXTRACT - NON-POLLENS (NON POLLEN 500UNIT)","","V01AA20","VARIOUS",""
"02226995","marketed","AMPICILLIN FOR INJECTION","AMPICILLIN FOR INJECTION, USP","AMPICILLIN FOR INJECTION (AMPICILLIN (AMPICILLIN SODIUM) 2G)","AMPICILLIN FOR INJECTION, USP (AMPICILLIN (AMPICILLIN SODIUM) 2G)","J01CA01","AMPICILLIN",""
"02227002","marketed","AMPICILLIN FOR INJECTION","AMPICILLIN FOR INJECTION, USP","AMPICILLIN FOR INJECTION (AMPICILLIN (AMPICILLIN SODIUM) 1G)","AMPICILLIN FOR INJECTION, USP (AMPICILLIN (AMPICILLIN SODIUM) 1G)","J01CA01","AMPICILLIN",""
"02227010","marketed","AMPICILLIN FOR INJECTION","AMPICILLIN FOR INJECTION, USP","AMPICILLIN FOR INJECTION (AMPICILLIN (AMPICILLIN SODIUM) 500MG)","AMPICILLIN FOR INJECTION, USP (AMPICILLIN (AMPICILLIN SODIUM) 500MG)","J01CA01","AMPICILLIN",""
"02227029","marketed","AMPICILLIN FOR INJECTION","AMPICILLIN FOR INJECTION, USP","AMPICILLIN FOR INJECTION (AMPICILLIN (AMPICILLIN SODIUM) 250MG)","AMPICILLIN FOR INJECTION, USP (AMPICILLIN (AMPICILLIN SODIUM) 250MG)","J01CA01","AMPICILLIN",""
"02227118","cancelled","C V MEDICATED LOTION SOAP - LIQ 0.5%","CV MEDICATED LOTION SOAP","C V MEDICATED LOTION SOAP - LIQ 0.5% (TRICLOSAN .5%)","CV MEDICATED LOTION SOAP (TRICLOSAN 0.5%)","D08AE04","TRICLOSAN",""
"02227428","marketed","SUPRANE","","SUPRANE (DESFLURANE 100%)","","N01AB07","DESFLURANE",""
"02227444","cancelled","MYLAN-CIMETIDINE","","MYLAN-CIMETIDINE (CIMETIDINE 300MG)","","A02BA01","CIMETIDINE",""
"02227452","cancelled","MYLAN-CIMETIDINE","","MYLAN-CIMETIDINE (CIMETIDINE 400MG)","","A02BA01","CIMETIDINE",""
"02227460","cancelled","MYLAN-CIMETIDINE","","MYLAN-CIMETIDINE (CIMETIDINE 600MG)","","A02BA01","CIMETIDINE",""
"02227479","cancelled","MYLAN-CIMETIDINE","","MYLAN-CIMETIDINE (CIMETIDINE 800MG)","","A02BA01","CIMETIDINE",""
"02227517","marketed","DERMATOP OINTMENT","","DERMATOP OINTMENT (PREDNICARBATE 0.1%)","","D07AC18","PREDNICARBATE",""
"02227908","cancelled","ARTIFICIAL TEARS","","ARTIFICIAL TEARS (POLYVINYL ALCOHOL 1.4%)","","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.",""
"02227916","cancelled","ARTIFICIAL TEARS PLUS","","ARTIFICIAL TEARS PLUS (POVIDONE 0.6%, POLYVINYL ALCOHOL 1.4%)","ARTIFICIAL TEARS PLUS (POLYVINYL ALCOHOL 1.4%, POVIDONE 0.6%)","S01XA20;S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.;ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.",""
"02228084","cancelled","NATURALYTE DRY PACK FOR BICARBONATE DIALYSIS","","NATURALYTE DRY PACK FOR BICARBONATE DIALYSIS (SODIUM BICARBONATE 650G)","","B05ZA","HEMODIALYTICS, CONCENTRATES",""
"02228203","cancelled","NU-DICLO SR - SRT 75MG","","NU-DICLO SR - SRT 75MG (DICLOFENAC SODIUM 75MG)","","M01AB05","DICLOFENAC",""
"02228211","cancelled","NU-DICLO SR - SRT 100MG","","NU-DICLO SR - SRT 100MG (DICLOFENAC SODIUM 100MG)","","M01AB05","DICLOFENAC",""
"02228270","cancelled","NU-ZOPICLONE TABLETS - 7.5MG","","NU-ZOPICLONE TABLETS - 7.5MG (ZOPICLONE 7.5MG)","","N05CF01","ZOPICLONE",""
"02228300","dormant","RIVANASE AQ.NASAL SPRAY 50MCG/METERED DOSE","","RIVANASE AQ.NASAL SPRAY 50MCG/METERED DOSE (BECLOMETHASONE DIPROPIONATE 50μG)","RIVANASE AQ.NASAL SPRAY 50MCG/METERED DOSE (BECLOMETHASONE DIPROPIONATE 50MCG)","R01AD01","BECLOMETHASONE",""
"02228319","dormant","MINOX - LIQ TOP 20MG/ML","MINOX","MINOX - LIQ TOP 20MG/ML (MINOXIDIL 20MG)","MINOX (MINOXIDIL 20MG)","D11AX01","MINOXIDIL, TOPICAL",""
"02228335","cancelled","DOBUTAMINE HYDROCHLORIDE INJECTION-12.5MG/ML","","DOBUTAMINE HYDROCHLORIDE INJECTION-12.5MG/ML (DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE) 12.5MG)","","C01CA07","DOBUTAMINE",""
"02228343","dormant","LOPERACAP","","LOPERACAP (LOPERAMIDE HYDROCHLORIDE 2MG)","","A07DA03","LOPERAMIDE",""
"02228351","marketed","PMS-LOPERAMIDE - CAPLET 2MG","","PMS-LOPERAMIDE - CAPLET 2MG (LOPERAMIDE HYDROCHLORIDE 2MG)","","A07DA03","LOPERAMIDE",""
"02228432","cancelled","ANTISEPTIC THROAT LOZENGES (WITH HEXYLRESORCINOL)","","ANTISEPTIC THROAT LOZENGES (WITH HEXYLRESORCINOL) (HEXYLRESORCINOL 2.4MG)","","R02AA12","HEXYLRESORCINOL",""
"02228556","cancelled","CHOLOGRAFIN MEGLUMINE INJ. - LIQ IV","","CHOLOGRAFIN MEGLUMINE INJ. - LIQ IV (MEGLUMINE IODIPAMIDE 52%)","","V08AC04","ADIPIODONE",""
"02228564","marketed","GASTROGRAFIN - LIQ ORL","GASTROGRAFIN","GASTROGRAFIN - LIQ ORL (DIATRIZOATE MEGLUMINE 66%, DIATRIZOATE SODIUM 10%)","GASTROGRAFIN (DIATRIZOATE MEGLUMINE 66%, DIATRIZOATE SODIUM 10%)","V08AA01;V08AA01","DIATRIZOIC ACID;DIATRIZOIC ACID",""
"02228599","cancelled","SINOGRAFIN - LIQ IU","","SINOGRAFIN - LIQ IU (MEGLUMINE IODIPAMIDE 26.9%, DIATRIZOATE MEGLUMINE 52.7%)","","V08AA;V08AA","WATERSOL., NEPHROTROPIC, HIGH OSM. X-RAY CONTR. MEDIA;WATERSOL., NEPHROTROPIC, HIGH OSM. X-RAY CONTR. MEDIA",""
"02228602","marketed","KINEVAC (SINCALIDE) FOR INJECTION 5MCG/VIAL","KINEVAC","KINEVAC (SINCALIDE) FOR INJECTION 5MCG/VIAL (SINCALIDE 5μG)","KINEVAC (SINCALIDE 5MCG)","V04CC03","SINCALIDE",""
"02228947","marketed","MIGRANAL NASAL SPRAY 4MG/ML","","MIGRANAL NASAL SPRAY 4MG/ML (DIHYDROERGOTAMINE MESYLATE 4MG)","MIGRANAL NASAL SPRAY 4MG/ML (DIHYDROERGOTAMINE MESYLATE 0.5MG)","N02CA01","DIHYDROERGOTAMINE",""
"02228955","marketed","SUPREFACT DEPOT 2 MONTHS","","SUPREFACT DEPOT 2 MONTHS (BUSERELIN (BUSERELIN ACETATE) 6.3MG)","","L02AE01","BUSERELIN",""
"02229013","marketed","ISOVUE 200 INJECTION","","ISOVUE 200 INJECTION (IOPAMIDOL 41%)","","V08AB04","IOPAMIDOL",""
"02229021","marketed","ISOVUE 300 INJECTION","","ISOVUE 300 INJECTION (IOPAMIDOL 61%)","","V08AB04","IOPAMIDOL",""
"02229048","marketed","ISOVUE 370 INJECTION","","ISOVUE 370 INJECTION (IOPAMIDOL 76%)","","V08AB04","IOPAMIDOL",""
"02229056","marketed","PROHANCE - LIQ IV 279.3MG/ML","","PROHANCE - LIQ IV 279.3MG/ML (GADOTERIDOL 279.3MG)","","V08CA04","GADOTERIDOL",""
"02229080","marketed","KETOROLAC","APO-KETOROLAC","KETOROLAC (KETOROLAC TROMETHAMINE 10MG)","APO-KETOROLAC (KETOROLAC TROMETHAMINE 10MG)","M01AB15","KETOROLAC",""
"02229099","marketed","PULMICORT NEBUAMP 0.125 MG/ML","","PULMICORT NEBUAMP 0.125 MG/ML (BUDESONIDE 0.125MG)","","R03BA02","BUDESONIDE","Chronic Airflow Obstruction"
"02229110","marketed","FAMVIR TABLETS 125MG","FAMVIR","FAMVIR TABLETS 125MG (FAMCICLOVIR 125MG)","FAMVIR (FAMCICLOVIR 125MG)","J05AB09","FAMCICLOVIR",""
"02229129","marketed","FAMVIR TABLETS 250MG","FAMVIR","FAMVIR TABLETS 250MG (FAMCICLOVIR 250MG)","FAMVIR (FAMCICLOVIR 250MG)","J05AB09","FAMCICLOVIR",""
"02229145","cancelled","NORVIR","","NORVIR (RITONAVIR 80MG)","","J05AE03","RITONAVIR",""
"02229161","cancelled","CRIXIVAN","","CRIXIVAN (INDINAVIR (INDINAVIR SULFATE) 200MG)","","J05AE02","INDINAVIR",""
"02229196","cancelled","CRIXIVAN","","CRIXIVAN (INDINAVIR (INDINAVIR SULFATE) 400MG)","","J05AE02","INDINAVIR",""
"02229250","marketed","ZYPREXA -2.5MG","ZYPREXA","ZYPREXA -2.5MG (OLANZAPINE 2.5MG)","ZYPREXA (OLANZAPINE 2.5MG)","N05AH03","OLANZAPINE",""
"02229269","marketed","ZYPREXA - 5MG","","ZYPREXA - 5MG (OLANZAPINE 5MG)","","N05AH03","OLANZAPINE",""
"02229277","marketed","ZYPREXA -7.5MG","ZYPREXA","ZYPREXA -7.5MG (OLANZAPINE 7.5MG)","ZYPREXA (OLANZAPINE 7.5MG)","N05AH03","OLANZAPINE",""
"02229285","marketed","ZYPREXA - 10MG","","ZYPREXA - 10MG (OLANZAPINE 10MG)","","N05AH03","OLANZAPINE",""
"02229293","marketed","ENTOCORT CAPSULE 3MG","ENTOCORT","ENTOCORT CAPSULE 3MG (BUDESONIDE 3MG)","ENTOCORT (BUDESONIDE 3MG)","A07EA06","BUDESONIDE","Chronic Airflow Obstruction"
"02229315","marketed","PDP-DESONIDE","","PDP-DESONIDE (DESONIDE 0.05%)","","D07AB08","DESONIDE",""
"02229323","marketed","PDP-DESONIDE","","PDP-DESONIDE (DESONIDE 0.05%)","","D07AB08","DESONIDE",""
"02229367","cancelled","BENADRYL ALLERGY SINUS CAPLETS","","BENADRYL ALLERGY SINUS CAPLETS (PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, ACETAMINOPHEN 500MG, DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG)","BENADRYL ALLERGY SINUS CAPLETS (DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG, DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG, ACETAMINOPHEN 500MG, ACETAMINOPHEN 500MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE",""
"02229377","cancelled","ANTISEPTIC CLEANSER SOLUTION","","ANTISEPTIC CLEANSER SOLUTION (CHLORHEXIDINE GLUCONATE 2%)","","D08AC02","CHLORHEXIDINE",""
"02229378","marketed","CLOTRIMAZOLE VAGINAL CREAM USP 1%","CLOTRIMAZOLE VAGINAL 6","CLOTRIMAZOLE VAGINAL CREAM USP 1% (CLOTRIMAZOLE 1%)","CLOTRIMAZOLE VAGINAL 6 (CLOTRIMAZOLE 1%)","G01AF02","CLOTRIMAZOLE",""
"02229379","marketed","CLOTRIMAZOLE VAGINAL CREAM USP 2%","CLOTRIMAZOLE VAGINAL 3","CLOTRIMAZOLE VAGINAL CREAM USP 2% (CLOTRIMAZOLE 2%)","CLOTRIMAZOLE VAGINAL 3 (CLOTRIMAZOLE 2%)","G01AF02","CLOTRIMAZOLE",""
"02229380","marketed","CLOTRIMAZOLE CREAM USP 1%","CLOTRIMAZOLE TOPICAL","CLOTRIMAZOLE CREAM USP 1% (CLOTRIMAZOLE 1%)","CLOTRIMAZOLE TOPICAL (CLOTRIMAZOLE 1%)","D01AC01","CLOTRIMAZOLE",""
"02229411","marketed","NAROPIN INJ 2MG/ML","NAROPIN","NAROPIN INJ 2MG/ML (ROPIVACAINE HYDROCHLORIDE 2MG)","NAROPIN (ROPIVACAINE HYDROCHLORIDE 2MG)","N01BB09","ROPIVACAINE",""
"02229415","marketed","NAROPIN INJ 5MG/ML","NAROPIN","NAROPIN INJ 5MG/ML (ROPIVACAINE HYDROCHLORIDE 5MG)","NAROPIN (ROPIVACAINE HYDROCHLORIDE 5MG)","N01BB09","ROPIVACAINE",""
"02229418","marketed","NAROPIN INJ 10MG/ML","NAROPIN","NAROPIN INJ 10MG/ML (ROPIVACAINE HYDROCHLORIDE 10MG)","NAROPIN (ROPIVACAINE HYDROCHLORIDE 10MG)","N01BB09","ROPIVACAINE",""
"02229419","cancelled","MENTHOLATUM NATURAL ICE LIPBALM","","MENTHOLATUM NATURAL ICE LIPBALM (OCTISALATE 5%, OCTINOXATE 7.5%)","","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION",""
"02229422","cancelled","NIMBEX","","NIMBEX (CISATRACURIUM (CISATRACURIUM BESYLATE) 2MG)","","M03AC11","CISATRACURIUM",""
"02229437","cancelled","PHOSLO TABLETS","","PHOSLO TABLETS (CALCIUM ACETATE 667MG)","","V03AE","DRUGS FOR TREATMENT OF HYPERKALEMIA AND HYPERPHOSPHATEMIA",""
"02229440","cancelled","SANDOZ GENTAMICIN","","SANDOZ GENTAMICIN (GENTAMICIN (GENTAMICIN SULFATE) 3MG)","","S01AA11","GENTAMICIN",""
"02229441","cancelled","SANDOZ GENTAMICIN","","SANDOZ GENTAMICIN (GENTAMICIN (GENTAMICIN SULFATE) 3MG)","","S02AA14","GENTAMICIN",""
"02229451","cancelled","DOBUTAMINE 12.5MG/ML","","DOBUTAMINE 12.5MG/ML (DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE) 12.5MG)","","C01CA07","DOBUTAMINE",""
"02229452","marketed","MEFENAMIC","","MEFENAMIC (MEFENAMIC ACID 250MG)","","M01AG01","MEFENAMIC ACID",""
"02229453","marketed","PANTOLOC","","PANTOLOC (PANTOPRAZOLE (PANTOPRAZOLE SODIUM) 40MG)","","A02BC02","PANTOPRAZOLE",""
"02229467","dormant","DOM-ATENOLOL - 50MG","","DOM-ATENOLOL - 50MG (ATENOLOL 50MG)","","C07AB03","ATENOLOL","Hypertension;Ischemic Heart disease"
"02229468","dormant","DOM-ATENOLOL - 100MG","","DOM-ATENOLOL - 100MG (ATENOLOL 100MG)","","C07AB03","ATENOLOL","Hypertension;Ischemic Heart disease"
"02229483","cancelled","VISINE CONTACT LENS","","VISINE CONTACT LENS (GLYCERINE 0.2%, HYPROMELLOSE 0.2%)","","S01XA20;S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.;ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.",""
"02229492","marketed","ALLERGY FORMULA","","ALLERGY FORMULA (DIPHENHYDRAMINE HYDROCHLORIDE 25MG)","","R06AA02","DIPHENHYDRAMINE",""
"02229501","cancelled","PERI-WASH II ANTISEPTIC CLEANSER","","PERI-WASH II ANTISEPTIC CLEANSER (BENZETHONIUM CHLORIDE 0.1%)","","D08AJ08","BENZETHONIUM CHLORIDE",""
"02229515","marketed","INNOHEP - 20000ANTI-XA IU/ML","INNOHEP","INNOHEP - 20000ANTI-XA IU/ML (TINZAPARIN SODIUM 20000UNIT)","INNOHEP (TINZAPARIN SODIUM 20000UNIT)","B01AB10","TINZAPARIN",""
"02229516","dormant","GLYCON","","GLYCON (METFORMIN HYDROCHLORIDE 500MG)","","A10BA02","METFORMIN","Diabetes"
"02229517","approved","NU-METFORMIN (850MG)","METFORMIN","NU-METFORMIN (850MG) (METFORMIN HYDROCHLORIDE 850MG)","METFORMIN (METFORMIN HYDROCHLORIDE 850MG)","A10BA02","METFORMIN","Diabetes"
"02229519","cancelled","MYLAN-GLICLAZIDE","","MYLAN-GLICLAZIDE (GLICLAZIDE 80MG)","","A10BB09","GLICLAZIDE","Diabetes"
"02229521","dormant","APO-CIPROFLOX","","APO-CIPROFLOX (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 250MG)","","J01MA02","CIPROFLOXACIN",""
"02229522","dormant","APO-CIPROFLOX","","APO-CIPROFLOX (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 500MG)","","J01MA02","CIPROFLOXACIN",""
"02229523","dormant","APO-CIPROFLOX","","APO-CIPROFLOX (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 750MG)","","J01MA02","CIPROFLOXACIN",""
"02229524","marketed","APO-NORFLOX - 400MG","NORFLOXACIN","APO-NORFLOX - 400MG (NORFLOXACIN 400MG)","NORFLOXACIN (NORFLOXACIN 400MG)","J01MA06","NORFLOXACIN",""
"02229526","marketed","APO-DILTIAZ CD - CAP 300MG","APO-DILTIAZ CD","APO-DILTIAZ CD - CAP 300MG (DILTIAZEM HYDROCHLORIDE 300MG)","APO-DILTIAZ CD (DILTIAZEM HYDROCHLORIDE 300MG)","C08DB01","DILTIAZEM","Hypertension;Ischemic Heart disease"
"02229538","marketed","CHILDREN'S TYLENOL COLD & STUFFY NOSE","","CHILDREN'S TYLENOL COLD & STUFFY NOSE (PSEUDOEPHEDRINE HYDROCHLORIDE 15MG, ACETAMINOPHEN 160MG)","CHILDREN'S TYLENOL COLD & STUFFY NOSE (ACETAMINOPHEN 160MG, ACETAMINOPHEN 160MG, PSEUDOEPHEDRINE HYDROCHLORIDE 15MG, PSEUDOEPHEDRINE HYDROCHLORIDE 15MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE",""
"02229540","cancelled","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP","","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (TRIAMCINOLONE ACETONIDE 10MG)","","H02AB08","TRIAMCINOLONE",""
"02229550","cancelled","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP","","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (TRIAMCINOLONE ACETONIDE 40MG)","","H02AB08","TRIAMCINOLONE",""
"02229552","cancelled","DIARR-EZE","","DIARR-EZE (LOPERAMIDE HYDROCHLORIDE 2MG)","","A07DA03","LOPERAMIDE",""
"02229554","cancelled","PILOCARPINE 4%","","PILOCARPINE 4% (PILOCARPINE HYDROCHLORIDE 4%)","","S01EB01","PILOCARPINE",""
"02229555","cancelled","PILOCARPINE 2%","","PILOCARPINE 2% (PILOCARPINE HYDROCHLORIDE 2%)","","S01EB01","PILOCARPINE",""
"02229556","cancelled","PILOCARPINE 1%","","PILOCARPINE 1% (PILOCARPINE HYDROCHLORIDE 1%)","","S01EB01","PILOCARPINE",""
"02229566","marketed","TOMUDEX","","TOMUDEX (RALTITREXED (RALTITREXED DISODIUM) 2MG)","TOMUDEX (RALTITREXED (RALTITREXED) 2MG)","L01BA03","RALTITREXED",""
"02229569","cancelled","NU-MEFENAMIC 250 MG","","NU-MEFENAMIC 250 MG (MEFENAMIC ACID 250MG)","","M01AG01","MEFENAMIC ACID",""
"02229570","dormant","ARTIFICIAL TEARS FOR DRY EYES","","ARTIFICIAL TEARS FOR DRY EYES (POLYVINYL ALCOHOL 1.4%)","","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.",""
"02229613","cancelled","CHAPSTICK MOISTURIZER","","CHAPSTICK MOISTURIZER (OXYBENZONE 3.5%, OCTINOXATE 7.5%)","","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION",""
"02229628","marketed","PMS-VALPROIC ACID E.C.","","PMS-VALPROIC ACID E.C. (VALPROIC ACID 500MG)","","N03AG01","VALPROIC ACID",""
"02229632","cancelled","ARTIFICIAL TEARS EXTRA","","ARTIFICIAL TEARS EXTRA (POVIDONE 0.6%, POLYVINYL ALCOHOL 1.4%)","ARTIFICIAL TEARS EXTRA (POLYVINYL ALCOHOL 1.4%, POVIDONE 0.6%)","S01XA20;S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.;ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.",""
"02229639","marketed","ZOFRAN","","ZOFRAN (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 4MG)","","A04AA01","ONDANSETRON",""
"02229642","cancelled","PRONTO LICE KILLING SHAMPOO","","PRONTO LICE KILLING SHAMPOO (PYRETHRUM 0.33%, PIPERONYL BUTOXIDE 4%)","","P03AC51;P03AC51","PYRETHRUM, COMBINATIONS;PYRETHRUM, COMBINATIONS",""
"02229654","cancelled","NITRAZADON - 5MG","NITRAZADON","NITRAZADON - 5MG (NITRAZEPAM 5MG)","NITRAZADON (NITRAZEPAM 5MG)","N05CD02","NITRAZEPAM",""
"02229655","cancelled","NITRAZADON - 10MG","NITRAZADON","NITRAZADON - 10MG (NITRAZEPAM 10MG)","NITRAZADON (NITRAZEPAM 10MG)","N05CD02","NITRAZEPAM",""
"02229656","cancelled","MYLAN-METFORMIN","","MYLAN-METFORMIN (METFORMIN HYDROCHLORIDE 850MG)","","A10BA02","METFORMIN","Diabetes"
"02229668","marketed","PEPTO-BISMOL EXTRA STRENGTH","PEPTO-BISMOL EXTRA","PEPTO-BISMOL EXTRA STRENGTH (BISMUTH SUBSALICYLATE 35.2MG)","PEPTO-BISMOL EXTRA (BISMUTH SUBSALICYLATE 35.2MG)","A07BB","BISMUTH PREPARATIONS",""
"02229674","dormant","ACETAMINOPHENE 80MG COMPRIMES A CROQUER","","ACETAMINOPHENE 80MG COMPRIMES A CROQUER (ACETAMINOPHEN 80MG)","","N02BE01","ACETAMINOPHEN (PARACETAMOL)",""
"02229682","dormant","SUCRETS FOR KIDS","","SUCRETS FOR KIDS (DYCLONINE HYDROCHLORIDE 1.2MG)","","R02AD04","DYCLONINE",""
"02229702","marketed","VAQTA","","VAQTA (HEPATITIS A VACCINE, INACTIVATED 50UNIT)","","J07BC02","HEPATITIS A, INACTIVATED, WHOLE VIRUS",""
"02229704","marketed","HUMALOG","","HUMALOG (INSULIN LISPRO 100UNIT)","","A10AB04","INSULIN LISPRO","Diabetes"
"02229705","marketed","HUMALOG (CARTRIDGE)","","HUMALOG (CARTRIDGE) (INSULIN LISPRO 100UNIT)","","A10AB04","INSULIN LISPRO","Diabetes"
"02229717","cancelled","PMS-CIMETIDINE","","PMS-CIMETIDINE (CIMETIDINE 200MG)","","A02BA01","CIMETIDINE",""
"02229718","cancelled","PMS-CIMETIDINE","","PMS-CIMETIDINE (CIMETIDINE 300MG)","","A02BA01","CIMETIDINE",""
"02229719","cancelled","PMS-CIMETIDINE","","PMS-CIMETIDINE (CIMETIDINE 400MG)","","A02BA01","CIMETIDINE",""
"02229720","cancelled","PMS-CIMETIDINE","","PMS-CIMETIDINE (CIMETIDINE 600MG)","","A02BA01","CIMETIDINE",""
"02229721","cancelled","PMS-CIMETIDINE","","PMS-CIMETIDINE (CIMETIDINE 800MG)","","A02BA01","CIMETIDINE",""
"02229722","cancelled","NUTROPIN AQ - SC 5MG/ML","","NUTROPIN AQ - SC 5MG/ML (SOMATROPIN 5MG)","","H01AC01","SOMATROPIN",""
"02229731","dormant","ORPHENADRINE CITRATE INJECTION, USP","","ORPHENADRINE CITRATE INJECTION, USP (ORPHENADRINE CITRATE 30MG)","","M03BC01","ORPHENADRINE (CITRATE)",""
"02229733","cancelled","PRONAL CAPSULES","","PRONAL CAPSULES (BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)","PRONAL CAPSULES (ACETYLSALICYLIC ACID 330MG, BUTALBITAL 50MG, CAFFEINE 40MG)","N02BA71;N02BA71;N02B","ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS;ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS;ACETYLSALICYLIC ACID, COMB W",""
"02229734","cancelled","PRONAL - C1/2 CAPSULES","","PRONAL - C1/2 CAPSULES (CODEINE PHOSPHATE 30MG, BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)","PRONAL - C1/2 CAPSULES (ACETYLSALICYLIC ACID 330MG, BUTALBITAL 50MG, CODEINE PHOSPHATE 30MG, CAFFEINE 40MG)","N02AA79;N02AA79;N02A","CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;",""
"02229735","cancelled","PRONAL C1/4 CAPSULES","","PRONAL C1/4 CAPSULES (CODEINE PHOSPHATE 15MG, BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)","PRONAL C1/4 CAPSULES (ACETYLSALICYLIC ACID 330MG, ACETYLSALICYLIC ACID 330MG, BUTALBITAL 50MG, BUTALBITAL 50MG, CODEINE PHOSPHATE 15MG, CODEINE PHOSPHATE 15MG, CAFFEINE 40MG, CAFFEINE 40MG)","N02AA79;N02AA79;N02A","CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;CODEIN, COMBINATIONS WITH PSYCHOLEPTICS;",""
"02229736","cancelled","PRONAL TABLETS","","PRONAL TABLETS (BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)","PRONAL TABLETS (ACETYLSALICYLIC ACID 330MG, BUTALBITAL 50MG, CAFFEINE 40MG)","N02BA71;N02BA71;N02B","ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS;ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS;ACETYLSALICYLIC ACID, COMB W",""
"02229742","cancelled","SOFLAX EX 5","","SOFLAX EX 5 (BISACODYL 5MG)","","A06AB02","BISACODYL",""
"02229743","cancelled","SOFLAX EX 10","","SOFLAX EX 10 (BISACODYL 10MG)","","A06AB02","BISACODYL",""
"02229744","cancelled","SOFLAX C","","SOFLAX C (DOCUSATE CALCIUM 240MG)","","A06AA02","DOCUSATE SODIUM",""
"02229745","cancelled","SOFLAX PEDIATRIC DROPS","","SOFLAX PEDIATRIC DROPS (DOCUSATE SODIUM 10MG)","","A06AA02","DOCUSATE SODIUM",""
"02229755","marketed","INNOHEP","","INNOHEP (TINZAPARIN SODIUM 10000UNIT)","","B01AB10","TINZAPARIN",""
"02229756","cancelled","DOM-TEMAZEPAM","","DOM-TEMAZEPAM (TEMAZEPAM 15MG)","","N05CD07","TEMAZEPAM",""
"02229758","cancelled","DOM-TEMAZEPAM","","DOM-TEMAZEPAM (TEMAZEPAM 30MG)","","N05CD07","TEMAZEPAM",""
"02229760","cancelled","TEMAZEPAM-15","","TEMAZEPAM-15 (TEMAZEPAM 15MG)","","N05CD07","TEMAZEPAM",""
"02229761","cancelled","TEMAZEPAM-30","","TEMAZEPAM-30 (TEMAZEPAM 30MG)","","N05CD07","TEMAZEPAM",""
"02229763","cancelled","NORTRIPTYLINE-10","","NORTRIPTYLINE-10 (NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE) 10MG)","","N06AA10","NORTRIPTYLINE","Depression"
