"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"glucosamine 500 mg","Glucosamine 500 Mg","80000023","","","natural","","direct",""
"GLUCOSAMINE 500MG","Glucosamine 500mg","80017464","","","natural","","direct",""
"glucosamine 750 mg","Glucosamine 750 Mg","80026581","","","natural","","direct",""
"glucosamine 750mg","Glucosamine","80000334","","","natural","","word",""
"glucosamine and chondrion","Glucosamine","80000334","","","natural","","word",""
"glucosamine and chondroitin","Glucosamine And Chondroitin","80043658","","","natural","","direct",""
"glucosamine and chondroitin","Glucosamine And Chondroitin","80043658","","","natural","NO","direct",""
"glucosamine and chondroitin with MSM","Glucosamine And Chondroitin With Msm","80001891","","","natural","NO","direct",""
"glucosamine and chondrotin","Glucosamine","80000334","","","natural","","word",""
"glucosamine and condroitin","Glucosamine","80000334","","","natural","","word",""
"Glucosamine and Controitin","Glucosamine","80000334","","","natural","","word",""
"glucosamine chondroitin","Glucosamine Chondroitin","80001605","","","natural","","direct",""
"Glucosamine Chondroitin","Glucosamine Chondroitin","80001605","","","natural","NO","direct",""
"glucosamine chondroitin","Glucosamine Chondroitin","80001605","","","natural","YES","direct",""
"Glucosamine Chondroitin CoQ10","COQ10","00833290","C01EB09","88:30.00","drug","YES","word","yes"
"glucosamine chondroitin msm","Glucosamine Chondroitin Msm","80006606","","","natural","","direct",""
"glucosamine chondroitin msm","Glucosamine Chondroitin Msm","80006606","","","natural","NO","direct",""
"glucosamine chondroitint","Glucosamine","80000334","","","natural","","word",""
"glucosamine chondrotin","Glucosamine","80000334","","","natural","","word",""
"glucosamine chondrotin / msm","Glucosamine","80000334","","","natural","","word",""
"glucosamine chonroitin, msm","Glucosamine","80000334","","","natural","","word",""
"glucosamine collagène","Glucosamine","80000334","","","natural","","word",""
"glucosamine condroitin msm","Glucosamine","80000334","","","natural","","word",""
"glucosamine msm","Glucosamine & Msm 375 Mg / 500 Mg","80002545","","","natural","","direct",""
"glucosamine slufate","Glucosamine","80000334","","","natural","","word",""
"glucosamine sulfate","Glucosamine Sulfate","80000026","","","natural","","direct",""
"Glucosamine Sulfate","Glucosamine Sulfate","80000026","","","natural","NO","direct",""
"glucosamine sulfate","Glucosamine Sulfate","80000026","","","natural","YES","direct",""
"Glucosamine Sulfate 500mg","Glucosamine Sulfate 500mg","80000370","","","natural","","direct",""
"Glucosamine Sulfate 750 mg","Glucosamine Sulfate 750 Mg","80000398","","","natural","","direct",""
"Glucosamine sulphate","Glucosamine Sulphate","80000079","","","natural","","direct",""
"Glucosamine with Condroitin","Glucosamine","80000334","","","natural","","word",""
"Glucosamine with MSM","Glucosamine With Msm","80002254","","","natural","","direct",""
"Glucosamine, Chondroitin 7msm","Chondroitin","80001847","","","natural","","word",""
"Glucosamine, chondroitin and msm","Glucosamine, Chondroitin And Msm","80043624","","","natural","NO","direct",""
"glucosamine-chondroitine","Glucosamine & Chondroitine","80002132","","","natural","","simple",""
"Glucosamine/Chondroitin","Glucosamine/Chondroitin","80008851","","","natural","","direct",""
"glucosense","Glucosense","80028681","","","natural","","direct",""
"Glumetza","GLUMETZA","02268493","A10BA02","68:20.04","drug","","direct","no"
"glutamine powder","Glutamine Powder","80006458","","","natural","","direct",""
"glutathione accelator","Glutathione","80041782","","","natural","","word",""
"gnc total lean vitapaks","TOTAL","00564427","V07AV","38:00.00","drug","NO","word","no"
"Grape seed","Grape Seed","80006061","","","natural","","direct",""
"Grape seed 100mg","Grape Seed 100mg","80025113","","","natural","","direct",""
"Grapeseed extract","Grapeseed Extract","80042732","","","natural","","direct",""
"Green Coffee Beans","Green Coffee","80048746","","","natural","","word",""
"green tea/ apple sider vinegar tablet","Ultra Strength Omega-3 1500mg","80067102","","","natural","","word",""
"Green's Plus","Plus","80039392","","","natural","","word",""
"greens","Greens","80025575","","","natural","","direct",""
"greens and multivitamins with bioactive minerals","MULTIVITAMINS","00244341","A11BA","88:28.00","drug","","word","yes"
"Greens Powder Shake","Greens","80025575","","","natural","","word",""
"Greens+","Greens+","80009137","","","natural","","direct",""
"griffe du diable","Griffe Du Diable","80001447","","","natural","","direct",""
"ground flax seed","Flax Seed","80026911","","","natural","","word",""
"gse essence agrumes","Essence","80034117","","","natural","","word",""
"HA Joint Formula","Joint Formula","80003255","","","natural","NO","word",""
"Halibut liver oil","HALIBUT LIVER OIL","00701246","A11CB","88:04.01","drug","","direct","yes"
"Halibut liver oil  (life brand)","HALIBUT LIVER OIL","00701246","A11CB","88:04.01","drug","","word","yes"
"halibut oil capsule","HALIBUT OIL","00529699","A11CB","88:04.01","drug","","word","no"
"happy sense","Happysense","80015845","","","natural","","simple",""
"Health Balance omega 3","BALANCE","00390496","V07AV","38:00.00","drug","","word","yes"
"healthbalance brand super concentrate enteric coated omega-3 epa 400 dha 200","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"HealthBalance Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Healthy Colon","Healthy Colon","80041110","","","natural","","direct",""
"healthy mood balance 50 mg","BALANCE","00390496","V07AV","38:00.00","drug","","word","yes"
"heart health brand cardiovascular maintenance essential omega III fish oil with vitamin E","VITAMIN E","02231214","A11HA03","88:20.00","drug","","word","yes"
"hemoplex iron supplement","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"hemp oil","Hemp Oil","80042345","","","natural","","direct",""
"hepatica","Hepatica","80030224","","","natural","","direct",""
"herb cocktail","Herb Cocktail","80038876","","","natural","","direct",""
"herbal multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Hi Potency B complex","Hi Potency B Complex","00624969","","","natural","","direct",""
"hi potency multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"hi vitalan multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"high blood pressure","Blood Pressure","80057364","","","natural","","word",""
"high blood pressure medication","Blood Pressure","80057364","","","natural","YES","word",""
"HMF Forte","Forte","80066882","","","natural","","word",""
"HMF Super Power Probiotic Formula","PROBIOTIC","02172909","A07FA01","56:08.00","drug","","word","yes"
"honey elixir","Honey Elixir","80036257","","","natural","NO","direct",""
"huile d'onagre","Huile D'Onagre","80000603","","","natural","","direct",""
"huile de bourrache","Huile De Bourrache","02065398","","","natural","","direct",""
"huile de foie de morue","HUILE DE FOIE DE MORUE","00353418","A11CB","88:04.01","drug","","direct","yes"
"huile de krill 500 mg","Krill","80033805","","","natural","","word",""
"huile de lin","Huile De Lin","80033231","","","natural","","direct",""
"huile de saumon","Oméga 3","80021218","","","natural","NO","direct",""
"huile de saumon","Oméga 3","80021218","","","natural","","direct",""
"huile eucalyptus","Eucalyptus","80036221","","","natural","","word",""
"Humalog","HUMALOG","02229704","A10AB04","68:20.08","drug","YES","direct","no"
"humalog 100 u/ml insulin lispro injection DIN 9853715","HUMALOG","02229704","A10AB04","68:20.08","drug","","word","no"
"Humalog insulin","HUMALOG","02229704","A10AB04","68:20.08","drug","","word","no"
"Humalog insulin lispro injec tion","HUMALOG","02229704","A10AB04","68:20.08","drug","","word","no"
"humalog kwikpen","HUMALOG","02229704","A10AB04","68:20.08","drug","","word","no"
"Humeur plus","Humeur Plus","80012218","","","natural","","direct",""
"humira","HUMIRA","02258595","L04AB04","92:36.00","drug","","direct","no"
"humulin - N","HUMULIN N","00587737","A10AC01","68:20.08","drug","","simple","no"
"Humulin insulin","Insulin","80016478","","","natural","","word",""
"humulin n","HUMULIN N","00587737","A10AC01","68:20.08","drug","","direct","no"
"Humulin R (U-500)","HUMULIN R","00586714","A10AB01","68:20.08","drug","YES","word","no"
"Hyderm & clotrimaderm AA","Hyderm","00716839","","","natural","","word",""
"Hyderm (1%) Creme top.","Hyderm","00716839","","","natural","","word",""
"hyderm 1% clotrimaderm cr aa","Hyderm","00716839","","","natural","","word",""
"Hydralazine (Apo)","HYDRALAZINE","00441619","C02DB02","24:08.20","drug","","word","no"
"hydrochlorothiazide","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","direct","no"
"Hydrochlorothiazide  25mg","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","word","no"
"Hydrochlorothiazide (25mg)","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","word","no"
"hydrochlorothiazide 25 mg","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","word","no"
"Hydrochlorothiazide 25mg","HYDROCHLOROTHIAZIDE","02360594","C03AA03","40:28.20","drug","","word","no"
"hydrocortisone cream 0.5%","HYDROCORTISONE CREAM 0.5%","00551953","D07AA02","84:06.00","drug","NO","direct","yes"
"hydroxyurea 500mg","HYDROXYUREA","02343096","L01XX05","10:00.00","drug","","word","no"
"hyluronic acid","Acid","80023450","","","natural","","word",""
"hypericum perforatum","HYPERICUM PERFORATUM","02232124","","92:02.00","drug","","direct","yes"
"Ibuprofen","IBUPROFEN","02238004","M01AE01","28:08.04.92","drug","","direct","no"
"Ibuprofen","IBUPROFEN","02238004","M01AE01","28:08.04.92","drug","NO","direct","no"
"Ibuprofen  200mg","IBUPROFEN","02238004","M01AE01","28:08.04.92","drug","","word","no"
"Ibuprofen 200 mg","IBUPROFEN 200 MG","02257912","M01AE01","28:08.04.92","drug","","direct","no"
"Ibuprofen 200mg","IBUPROFEN","02238004","M01AE01","28:08.04.92","drug","","word","no"
"Imipramine Hcl","IMIPRAMINE","00312797","N06AA02","28:16.04.28","drug","YES","word","no"
"immono multi","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"immune 7","Immune Fx","80037102","","","natural","","direct",""
"Immunity FX (250mg)","Immunity","80052219","","","natural","","word",""
"Immunocal","Immunocal","80004370","","","natural","","direct",""
"Immunotech Xtra Sharp","Super Focus","80071710","","","natural","","word",""
"Imuran","IMURAN","00004596","L04AX01","92:44.00","drug","","direct","no"
"indapamide","INDAPAMIDE","02365324","C03BA11","40:28.24","drug","","direct","no"
"indapamide 1.25","INDAPAMIDE","02365324","C03BA11","40:28.24","drug","","word","no"
"Indapamide 2.5 mg","INDAPAMIDE","02365324","C03BA11","40:28.24","drug","","word","no"
"Infla-Heal Plus","Infla-Heal Plus","80039374","","","natural","","direct",""
"Inflammexx #70","Inflammexx","80050020","","","natural","","word",""
"injections de cortisone","Cortisone","80016415","","","natural","","word",""
"inno cal- mag complex","Inno-Cal-Mag Complex","80015335","","","natural","","simple",""
"Inno-Q-Nol - Forme de CoQ10 bio-assimilable","COQ10","00833290","C01EB09","88:30.00","drug","NO","word","yes"
"Instaflex","Instaflex","80026628","","","natural","","direct",""
"Insulin","Insulin","80016478","","","natural","","direct",""
"insulin","Insulin","80016478","","","natural","YES","direct",""
"insulin 42 units","Insulin","80016478","","","natural","","word",""
"Insulin Humalog","HUMALOG","02229704","A10AB04","68:20.08","drug","","word","no"
"ionix supreme","Ionix Supreme","80038323","","","natural","","direct",""
"irbesartan","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","direct","no"
"irbesartan & HCTZ","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","word","no"
"irbesartan 150 mg","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","word","no"
"irbesartan 300 mg","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","word","no"
"irbesartan hctz","IRBESARTAN","02365197","C09CA04","24:32.08","drug","","word","no"
"Iron","IRON","02049732","B03AE10","88:29.00","drug","","direct","yes"
"iron","IRON","02049732","B03AE10","88:29.00","drug","NO","direct","yes"
"iron","IRON","02049732","B03AE10","88:29.00","drug","YES","direct","yes"
"Iron 30 mg","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"Iron Ferrous Sulfate","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"iron glycinate","Iron Glycinate","80025296","","","natural","","direct",""
"iron pill","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"Iron pills","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"iron supplement","Iron Supplement","02191180","","","natural","","direct",""
"Iron Supplement 28mg","IRON","02049732","B03AE10","88:29.00","drug","","word","yes"
"isagenixs ageless essentials for women rejuvity","FOR WOMEN","02240798","A11JB","88:28.01","drug","","word","no"
"Isoflex","Isoflex","80038839","","","natural","","direct",""
"isotonix opc-3","Isotonix Opc-3","80019004","","","natural","","direct",""
"it works multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","NO","word","yes"
"jam5p calcium  500 et 400 ui","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"jameison multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"jamieson brand calcium and d3","CALCIUM","02175584","A12AA","88:29.00","drug","NO","word","yes"
"jamieson brand calcium and d3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"jamieson brand chewable vita-vim","Chewable Vita-Vim","02247613","","","natural","","word",""
"jamieson brand vitamin b12","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"jamieson brand vitamin b12","VITAMIN B12","00521515","B03BA01","88:08.00","drug","YES","word","yes"
"jamieson brand vitamin c","VITAMIN C","00780634","A11GA01","88:12.00","drug","NO","word","yes"
"jamieson brand vitamin c","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"jamieson brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"jamieson brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","YES","word","yes"
"jamieson brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","NO","word","yes"
"jamieson brand wild salmon and fish oil omega-3 complex","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"jamieson Calcium 650","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"jamieson calcium 650 mg","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"jamieson canneberge 250 mg","Canneberge","80009089","","","natural","YES","word",""
"Jamieson Chewable  vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"jamieson garlic 500mg","GARLIC","02230334","","92:01.00","drug","","word","yes"
"jamieson magnesium 50 mg","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"Jamieson Natural Sources Mega Calcium + D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Jamieson Natural Sources Vitamin C Natural Tangy Orange","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Jamieson Natural Sources Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Jamieson Omega 3-6-9","Omega 3-6-9","80064047","","","natural","","direct",""
"Jamieson vita vim for adult 50+ multivitamin supplement","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Jamieson Vitamin B complex with Vit C","VITAMIN B COMPLEX","00609374","","","drug","","word","yes"
"jamieson vitamin b12 2500 mcg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","YES","word","yes"
"Jamieson Vitamin C","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Jamieson Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"jamieson vitamin d 1000 iu","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Jamieson Vitamin D NPN 80000436","Vitamin D 1000iu (Tablet)","80000436","","","natural","","code",""
