"input","match","database","type","matches","both"
"multivitamins","MULTIVITAMINS","drug","direct","1","yes"
"Multivitamins","MULTIVITAMINS","drug","direct","1","yes"
"Multivitamins","MULTIVITAMINS","drug","direct","1","yes"
"myfortic","MYFORTIC","drug","direct","1","no"
"mylan-budesonide aq","MYLAN-BUDESONIDE AQ","drug","direct","1","no"
"mylan-esomeprazole","MYLAN-ESOMEPRAZOLE","drug","direct","1","no"
"naproxen","NAPROXEN","drug","direct","1","no"
"Naproxen","NAPROXEN","drug","direct","1","no"
"naproxen sodium","NAPROXEN SODIUM","drug","direct","1","no"
"Nardil","NARDIL","drug","direct","1","no"
"nasacort","NASACORT","drug","direct","1","no"
"nasal spray","NASAL SPRAY","drug","direct","1","no"
"nasal spray","NASAL SPRAY","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"NASONEX","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"Nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"Nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nasonex","NASONEX","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"NEXIUM","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"Nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nexium","NEXIUM","drug","direct","1","no"
"nifedipine","NIFEDIPINE","drug","direct","1","no"
"nifedipine","NIFEDIPINE","drug","direct","1","no"
"norwegian cod liver oil","NORWEGIAN COD LIVER OIL","drug","direct","1","yes"
"novorapid","NOVORAPID","drug","direct","1","no"
"novorapid","NOVORAPID","drug","direct","1","no"
"novorapid","NOVORAPID","drug","direct","1","no"
"novorapid","NOVORAPID","drug","direct","1","no"
"novorapid","NOVORAPID","drug","direct","1","no"
"NutriLite Double X","NUTRILITE DOUBLE X","drug","direct","1","yes"
"olmetec plus","OLMETEC PLUS","drug","direct","1","no"
"olmetec plus","OLMETEC PLUS","drug","direct","1","no"
"omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"omega 3-6-9","OMEGA 3-6-9","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"OMEGA-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"OMEGA-3","OMEGA-3","drug","direct","1","yes"
"OMEGA-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"OMEGA-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omega-3","OMEGA-3","drug","direct","1","yes"
"Omeprazole","OMEPRAZOLE","drug","direct","1","no"
"omeprazole","OMEPRAZOLE","drug","direct","1","no"
"omeprazole 20 mg","OMEPRAZOLE 20 MG","drug","direct","1","no"
"omnaris","OMNARIS","drug","direct","1","no"
"omnaris","OMNARIS","drug","direct","1","no"
"Oxycodone","OXYCODONE","drug","direct","1","no"
"Oxycontin","OXYCONTIN","drug","direct","1","no"
"PANTOLOC","PANTOLOC","drug","direct","1","no"
"Pantoprazole","PANTOPRAZOLE","drug","direct","1","no"
"Pantoprazole","PANTOPRAZOLE","drug","direct","1","no"
"Paroxetine","PAROXETINE","drug","direct","1","no"
"paroxetine","PAROXETINE","drug","direct","1","no"
"penlac","PENLAC","drug","direct","1","no"
"pentasa","PENTASA","drug","direct","1","no"
"pentasa","PENTASA","drug","direct","1","no"
"Percocet","PERCOCET","drug","direct","1","no"
"Percocet","PERCOCET","drug","direct","1","no"
"plavix","PLAVIX","drug","direct","1","no"
"pms-alendronate","PMS-ALENDRONATE","drug","direct","1","no"
"pms-carbamazepine cr","PMS-CARBAMAZEPINE CR","drug","direct","1","no"
"pms-irbesartan-Hctz","PMS-IRBESARTAN-HCTZ","drug","direct","1","no"
"pms-ramipril","PMS-RAMIPRIL","drug","direct","1","no"
"Pravastatin","PRAVASTATIN","drug","direct","1","no"
"premarin","PREMARIN","drug","direct","1","no"
"premarin","PREMARIN","drug","direct","1","no"
"premarin","PREMARIN","drug","direct","1","no"
"premarin","PREMARIN","drug","direct","1","no"
"Premarin","PREMARIN","drug","direct","1","no"
"Premarin vaginal cream","PREMARIN VAGINAL CREAM","drug","direct","1","no"
"prevacid","PREVACID","drug","direct","1","no"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"Probiotic","PROBIOTIC","drug","direct","1","yes"
"probiotic","PROBIOTIC","drug","direct","1","yes"
"Prolia","PROLIA","drug","direct","1","no"
"Prolia","PROLIA","drug","direct","1","no"
"prolia","PROLIA","drug","direct","1","no"
"prolia","PROLIA","drug","direct","1","no"
"Prolia","PROLIA","drug","direct","1","no"
"Prometrium","PROMETRIUM","drug","direct","1","no"
"prometrium","PROMETRIUM","drug","direct","1","no"
"prometrium","PROMETRIUM","drug","direct","1","no"
"Propafenone","PROPAFENONE","drug","direct","1","no"
"purinethol","PURINETHOL","drug","direct","1","no"
"Quinapril","QUINAPRIL","drug","direct","1","no"
"Quinine sulfate","QUININE SULFATE","drug","direct","1","no"
"Qvar","QVAR","drug","direct","1","no"
"Ramipril","RAMIPRIL","drug","direct","1","no"
"Ramipril","RAMIPRIL","drug","direct","1","no"
"ramipril","RAMIPRIL","drug","direct","1","no"
"RAN-ATENOLOL","RAN-ATENOLOL","drug","direct","1","no"
"ranitidine","RANITIDINE","drug","direct","1","no"
"ranitidine","RANITIDINE","drug","direct","1","no"
"rapaflo","RAPAFLO","drug","direct","1","no"
"ratio-oxycocet","RATIO-OXYCOCET","drug","direct","1","no"
"Ratio-Tecnal","RATIO-TECNAL","drug","direct","1","no"
"reactine","REACTINE","drug","direct","1","no"
"Reactine","REACTINE","drug","direct","1","no"
"reactine","REACTINE","drug","direct","1","no"
"Reactine","REACTINE","drug","direct","1","no"
"reactine","REACTINE","drug","direct","1","no"
"Reactine","REACTINE","drug","direct","1","no"
"reactine","REACTINE","drug","direct","1","no"
"reactine","REACTINE","drug","direct","1","no"
"Rebif","REBIF","drug","direct","1","no"
"refresh tears","REFRESH TEARS","drug","direct","1","no"
"Remeron","REMERON","drug","direct","1","no"
"Remicade","REMICADE","drug","direct","1","no"
"replavite","REPLAVITE","drug","direct","1","no"
"restoril","RESTORIL","drug","direct","1","no"
"Rizatriptan","RIZATRIPTAN","drug","direct","1","no"
"robax platinum","ROBAX PLATINUM","drug","direct","1","no"
"robaxacet","ROBAXACET","drug","direct","1","no"
"robaxacet","ROBAXACET","drug","direct","1","no"
"Robaxacet","ROBAXACET","drug","direct","1","no"
"robaxacet","ROBAXACET","drug","direct","1","no"
"rosuvastatin","ROSUVASTATIN","drug","direct","1","no"
"Rosuvastatin","ROSUVASTATIN","drug","direct","1","no"
"rosuvastatin","ROSUVASTATIN","drug","direct","1","no"
"Rosuvastatin","ROSUVASTATIN","drug","direct","1","no"
"rosuvastatin","ROSUVASTATIN","drug","direct","1","no"
"Salofalk","SALOFALK","drug","direct","1","no"
"salofalk","SALOFALK","drug","direct","1","no"
"sandoz brimonidine","SANDOZ BRIMONIDINE","drug","direct","1","no"
"sandoz metoprolol sr","SANDOZ METOPROLOL SR","drug","direct","1","no"
"selenium","SELENIUM","drug","direct","1","yes"
"Selenium","SELENIUM","drug","direct","1","yes"
"Selenium","SELENIUM","drug","direct","1","yes"
"selenium","SELENIUM","drug","direct","1","yes"
"selenium","SELENIUM","drug","direct","1","yes"
"Selenium 50mcg","SELENIUM 50MCG","drug","direct","1","yes"
"senokot s","SENOKOT S","drug","direct","1","no"
"seroquel xr","SEROQUEL XR","drug","direct","1","no"
"Sertraline","SERTRALINE","drug","direct","1","no"
"Sertraline","SERTRALINE","drug","direct","1","no"
"sertraline","SERTRALINE","drug","direct","1","no"
"sertraline","SERTRALINE","drug","direct","1","no"
"Sildenafil citrate","SILDENAFIL CITRATE","drug","direct","1","no"
"sleep aid","SLEEP AID","drug","direct","1","yes"
"Slow K","SLOW K","drug","direct","1","no"
"sodium bicarbonate","SODIUM BICARBONATE","drug","direct","1","yes"
"Spectrum forte","SPECTRUM FORTE","drug","direct","1","yes"
"Spectrum Gold","SPECTRUM GOLD","drug","direct","1","yes"
"spiriva","SPIRIVA","drug","direct","1","no"
"Spiriva","SPIRIVA","drug","direct","1","no"
"spiriva","SPIRIVA","drug","direct","1","no"
"Spiriva","SPIRIVA","drug","direct","1","no"
"spiriva","SPIRIVA","drug","direct","1","no"
"spiriva","SPIRIVA","drug","direct","1","no"
"spiriva","SPIRIVA","drug","direct","1","no"
"stribild","STRIBILD","drug","direct","1","no"
"Super B complex","SUPER B COMPLEX","drug","direct","1","yes"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"SYNTHROID","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"Synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
"synthroid","SYNTHROID","drug","direct","1","no"
